,precision,recall,f1-score,support
alureon,0.25911133300049927,0.5463157894736842,0.351506942092787,950.0
banjori,1.0,1.0,1.0,950.0
bedep,0.5673839184597962,0.5273684210526316,0.5466448445171851,950.0
ccleaner,0.9793388429752066,0.9978947368421053,0.9885297184567258,950.0
chinad,0.8726554787759131,0.9305263157894736,0.9006622516556291,950.0
corebot,0.980083857442348,0.9842105263157894,0.9821428571428572,950.0
cryptolocker,0.3437892095357591,0.28842105263157897,0.3136805953062393,950.0
dircrypt,0.2138157894736842,0.2736842105263158,0.24007386888273313,950.0
dyre,0.9875259875259875,1.0,0.993723849372385,950.0
fobber_v1,0.714828897338403,0.9894736842105263,0.8300220750551877,950.0
fobber_v2,0.31677704194260486,0.3021052631578947,0.30926724137931033,950.0
gozi_gpl,0.9696485623003195,0.6389473684210526,0.7703045685279187,950.0
gozi_luther,0.9333333333333333,0.17684210526315788,0.2973451327433628,950.0
gozi_nasa,0.3129080863887494,0.6557894736842105,0.4236654199251955,950.0
gozi_rfc4343,0.4962962962962963,0.5642105263157895,0.5280788177339901,950.0
kraken_v1,0.997867803837953,0.4926315789473684,0.6596194503171247,950.0
kraken_v2,0.32284263959390863,0.33473684210526317,0.32868217054263565,950.0
locky,0.2224231464737794,0.12947368421052632,0.16367265469061879,950.0
matsnu,0.9516129032258065,0.6831578947368421,0.7953431372549019,950.0
murofet_v1,0.9908883826879271,0.9157894736842105,0.9518599562363239,950.0
murofet_v2,0.8211829436038515,0.628421052631579,0.7119856887298748,950.0
murofet_v3,1.0,0.9947368421052631,0.9973614775725593,950.0
necurs,0.13279678068410464,0.13894736842105262,0.13580246913580246,950.0
nymaim,0.935042735042735,0.5757894736842105,0.7127035830618892,950.0
padcrypt,0.9767441860465116,0.9726315789473684,0.9746835443037973,950.0
pizd,0.44565733270052205,0.988421052631579,0.6143277723258096,950.0
proslikefan,0.24738219895287958,0.5968421052631578,0.34978408389882787,950.0
pushdo,0.9902912621359223,0.32210526315789473,0.4861000794281176,950.0
pykspa,0.20187793427230047,0.09052631578947369,0.125,950.0
pykspa_noise,0.36065573770491804,0.023157894736842106,0.043521266073194856,950.0
qadars,0.7868504772004242,0.7810526315789473,0.7839408346539883,950.0
qakbot,0.20986460348162475,0.4568421052631579,0.28760768721007285,950.0
ramdo,0.9820295983086681,0.9778947368421053,0.979957805907173,950.0
ramnit,0.17046750285062715,0.31473684210526315,0.22115384615384617,950.0
ranbyus_v1,0.547945205479452,0.16842105263157894,0.25764895330112725,950.0
ranbyus_v2,0.7337662337662337,0.47578947368421054,0.5772669220945083,950.0
rovnix,0.6069868995633187,0.8778947368421053,0.7177280550774526,950.0
shiotob,0.7201834862385321,0.4957894736842105,0.587281795511222,950.0
simda,0.9090909090909091,0.010526315789473684,0.02081165452653486,950.0
sisron,1.0,0.3,0.4615384615384615,950.0
suppobox_1,0.95,0.04,0.07676767676767676,950.0
suppobox_2,0.8965952080706179,0.748421052631579,0.8158347676419966,950.0
suppobox_3,0.9942660550458715,0.9126315789473685,0.9517014270032931,950.0
symmi,0.9895506792058516,0.9968421052631579,0.9931830099632931,950.0
tempedreve,0.3867102396514161,0.3736842105263158,0.380085653104925,950.0
tinba,0.19393939393939394,0.5052631578947369,0.2802919708029197,950.0
vawtrak_v1,1.0,0.8136842105263158,0.8972721996517702,950.0
vawtrak_v2,0.6659836065573771,0.34210526315789475,0.4520166898470097,950.0
vawtrak_v3,0.5385802469135802,0.7347368421052631,0.6215494211932323,950.0
zeus-newgoz,1.0,0.9557894736842105,0.9773950484391819,950.0
legit,0.5177364864864865,0.6452631578947369,0.5745079662605436,950.0
accuracy,0.5821671826625388,0.5821671826625388,0.5821671826625388,0.5821671826625388
macro avg,0.6734374402667139,0.5821671826625386,0.5772870071179061,48450.0
weighted avg,0.6734374402667138,0.5821671826625388,0.5772870071179061,48450.0
