,precision,recall,f1-score,support
alureon,0.25903614457831325,0.18105263157894738,0.21313506815365552,950.0
banjori,1.0,1.0,1.0,950.0
bedep,0.40064620355411956,0.783157894736842,0.5301033131457071,950.0
ccleaner,0.9926701570680628,0.9978947368421053,0.9952755905511811,950.0
chinad,0.9291084854994629,0.9105263157894737,0.9197235513024986,950.0
corebot,0.9989327641408752,0.9852631578947368,0.9920508744038156,950.0
cryptolocker,0.4694589877835951,0.2831578947368421,0.3532501641497045,950.0
dircrypt,0.26877470355731226,0.07157894736842105,0.11305070656691603,950.0
dyre,0.9989484752891693,1.0,0.9994739610731194,950.0
fobber_v1,0.748006379585327,0.9873684210526316,0.8511796733212341,950.0
fobber_v2,0.28249648052557486,0.6336842105263157,0.3907822135670237,950.0
gozi_gpl,0.8896226415094339,0.9926315789473684,0.9383084577114428,950.0
gozi_luther,0.784037558685446,0.8789473684210526,0.8287841191066997,950.0
gozi_nasa,0.729,0.7673684210526316,0.7476923076923077,950.0
gozi_rfc4343,0.7417452830188679,0.6621052631578948,0.6996662958843158,950.0
kraken_v1,0.7831325301204819,0.6157894736842106,0.6894519740718916,950.0
kraken_v2,0.45654565456545654,0.4368421052631579,0.4464766003227542,950.0
locky,0.389873417721519,0.16210526315789472,0.22899628252788107,950.0
matsnu,0.959731543624161,0.9031578947368422,0.9305856832971802,950.0
murofet_v1,0.9780334728033473,0.9842105263157894,0.981112277019937,950.0
murofet_v2,0.7671009771986971,0.991578947368421,0.8650137741046833,950.0
murofet_v3,1.0,0.9894736842105263,0.9947089947089947,950.0
necurs,0.46885245901639344,0.15052631578947367,0.22788844621513943,950.0
nymaim,0.9430604982206405,0.8368421052631579,0.8867819297267151,950.0
padcrypt,0.9696335078534032,0.9747368421052631,0.9721784776902889,950.0
pizd,0.7199570815450643,0.7063157894736842,0.7130712008501594,950.0
proslikefan,0.40616966580976865,0.49894736842105264,0.44780349551251775,950.0
pushdo,0.7737478411053541,0.9431578947368421,0.8500948766603416,950.0
pykspa,0.20238095238095238,0.05368421052631579,0.0848585690515807,950.0
pykspa_noise,0.3299101412066752,0.27052631578947367,0.2972816657027183,950.0
qadars,0.7971698113207547,0.8894736842105263,0.8407960199004975,950.0
qakbot,0.5712187958883994,0.4094736842105263,0.47700797057020233,950.0
ramdo,0.9536757301107754,0.9968421052631579,0.9747812660833762,950.0
ramnit,0.20119760479041915,0.17684210526315788,0.18823529411764706,950.0
ranbyus_v1,0.5543595263724435,0.5421052631578948,0.5481639169771155,950.0
ranbyus_v2,0.6972477064220184,0.64,0.667398463227223,950.0
rovnix,0.9834815756035579,0.8147368421052632,0.8911917098445595,950.0
shiotob,0.8128930817610063,0.5442105263157895,0.6519546027742749,950.0
simda,0.7708119218910586,0.7894736842105263,0.78003120124805,950.0
sisron,0.9989484752891693,1.0,0.9994739610731194,950.0
suppobox_1,0.729106628242075,0.7989473684210526,0.7624309392265194,950.0
suppobox_2,0.8901322482197355,0.9210526315789473,0.9053285049146405,950.0
suppobox_3,0.9781704781704782,0.9905263157894737,0.9843096234309623,950.0
symmi,0.9824198552223371,1.0,0.99113197704747,950.0
tempedreve,0.37291399229781774,0.611578947368421,0.46331738437001596,950.0
tinba,0.3232974910394265,0.4747368421052632,0.3846481876332622,950.0
vawtrak_v1,0.9895833333333334,1.0,0.9947643979057591,950.0
vawtrak_v2,0.8357380688124306,0.7926315789473685,0.813614262560778,950.0
vawtrak_v3,0.811340206185567,0.828421052631579,0.8197916666666667,950.0
zeus-newgoz,1.0,0.988421052631579,0.9941768131286396,950.0
legit,0.5967465753424658,0.7336842105263158,0.6581680830972616,950.0
accuracy,0.7175644994840041,0.7175644994840041,0.7175644994840041,0.7175644994840041
macro avg,0.715511119887897,0.717564499484004,0.7054803292135381,48450.0
weighted avg,0.7155111198878968,0.7175644994840041,0.7054803292135382,48450.0
