,precision,recall,f1-score,support
alureon,0.29526123936816523,0.511578947368421,0.37442218798151006,950.0
banjori,1.0,1.0,1.0,950.0
bedep,0.5911542610571737,0.5768421052631579,0.5839104954714972,950.0
ccleaner,0.9978902953586498,0.9957894736842106,0.9968387776606955,950.0
chinad,0.921443736730361,0.9136842105263158,0.9175475687103595,950.0
corebot,1.0,0.9863157894736843,0.9931107578166402,950.0
cryptolocker,0.33235867446393763,0.3589473684210526,0.3451417004048583,950.0
dircrypt,0.2631993695823483,0.35157894736842105,0.3010365029292474,950.0
dyre,0.9989484752891693,1.0,0.9994739610731194,950.0
fobber_v1,0.7782497875955819,0.9642105263157895,0.8613070051716032,950.0
fobber_v2,0.2765625,0.3726315789473684,0.3174887892376681,950.0
gozi_gpl,0.9418960244648318,0.9726315789473684,0.9570170895908855,950.0
gozi_luther,0.7945472249269717,0.8589473684210527,0.8254931714719272,950.0
gozi_nasa,0.6991525423728814,0.6947368421052632,0.6969376979936642,950.0
gozi_rfc4343,0.6623889437314906,0.7063157894736842,0.683647478349465,950.0
kraken_v1,0.6946564885496184,0.7663157894736842,0.7287287287287287,950.0
kraken_v2,0.4326145552560647,0.33789473684210525,0.37943262411347517,950.0
locky,0.34505862646566166,0.2168421052631579,0.2663219133807369,950.0
matsnu,0.9355509355509356,0.9473684210526315,0.9414225941422595,950.0
murofet_v1,0.9782383419689119,0.9936842105263158,0.9859007832898172,950.0
murofet_v2,0.7760330578512397,0.988421052631579,0.8694444444444445,950.0
murofet_v3,1.0,0.9936842105263158,0.996832101372756,950.0
necurs,0.47619047619047616,0.042105263157894736,0.07736943907156672,950.0
nymaim,0.9167616875712656,0.8463157894736842,0.8801313628899836,950.0
padcrypt,0.9761163032191069,0.9894736842105263,0.9827496079456352,950.0
pizd,0.7284533648170012,0.6494736842105263,0.6867000556483027,950.0
proslikefan,0.4797742238946378,0.5368421052631579,0.5067064083457526,950.0
pushdo,0.8677777777777778,0.8221052631578948,0.8443243243243244,950.0
pykspa,0.2595281306715064,0.15052631578947367,0.1905396402398401,950.0
pykspa_noise,0.28117359413202936,0.24210526315789474,0.26018099547511314,950.0
qadars,0.8854282536151279,0.8378947368421052,0.861005949161709,950.0
qakbot,0.636986301369863,0.391578947368421,0.48500651890482394,950.0
ramdo,0.9451645064805583,0.9978947368421053,0.9708141321044547,950.0
ramnit,0.21820303383897316,0.1968421052631579,0.20697288323187604,950.0
ranbyus_v1,0.5063091482649842,0.6757894736842105,0.5788999098286745,950.0
ranbyus_v2,0.5510534846029174,0.7157894736842105,0.6227106227106227,950.0
rovnix,0.9409090909090909,0.871578947368421,0.9049180327868852,950.0
shiotob,0.8,0.6863157894736842,0.7388101983002833,950.0
simda,0.7938689217758985,0.7905263157894736,0.7921940928270043,950.0
sisron,0.9926778242677824,0.9989473684210526,0.9958027282266525,950.0
suppobox_1,0.681057268722467,0.8136842105263158,0.7414868105515587,950.0
suppobox_2,0.8831041257367387,0.9463157894736842,0.9136178861788619,950.0
suppobox_3,0.9831401475237092,0.9821052631578947,0.9826224328593997,950.0
symmi,0.9875259875259875,1.0,0.993723849372385,950.0
tempedreve,0.46488294314381273,0.43894736842105264,0.4515430427720628,950.0
tinba,0.35514018691588783,0.24,0.28643216080402006,950.0
vawtrak_v1,0.9906054279749478,0.9989473684210526,0.9947589098532493,950.0
vawtrak_v2,0.7976190476190477,0.7757894736842105,0.7865528281750267,950.0
vawtrak_v3,0.6965294592413237,0.9084210526315789,0.7884878940155322,950.0
zeus-newgoz,1.0,0.988421052631579,0.9941768131286396,950.0
legit,0.8306878306878307,0.6610526315789473,0.7362250879249708,950.0
accuracy,0.7196904024767802,0.7196904024767802,0.7196904024767802,0.7196904024767802
macro avg,0.7184681103740146,0.7196904024767802,0.7113121762940111,48450.0
weighted avg,0.7184681103740146,0.7196904024767802,0.7113121762940112,48450.0
