,precision,recall,f1-score,support
alureon,0.31471389645776565,0.25666666666666665,0.2827417380660954,900.0
banjori,0.9646302250803859,1.0,0.9819967266775776,900.0
bedep,0.4733606557377049,0.5133333333333333,0.49253731343283585,900.0
ccleaner,0.9857299670691547,0.9977777777777778,0.9917172832689122,900.0
chinad,0.7318104906937394,0.9611111111111111,0.8309317963496637,900.0
corebot,0.9747530186608123,0.9866666666666667,0.9806736609607951,900.0
cryptolocker,0.29850746268656714,0.2222222222222222,0.25477707006369427,900.0
dircrypt,0.3415892672858617,0.36777777777777776,0.35420010700909577,900.0
dyre,0.995575221238938,1.0,0.9977827050997783,900.0
fobber_v1,0.7075393537696769,0.9488888888888889,0.8106312292358805,900.0
fobber_v2,0.2859051436205745,0.47555555555555556,0.35711305798915316,900.0
gozi_gpl,0.7766990291262136,0.6222222222222222,0.690931523750771,900.0
gozi_luther,0.5784190715181933,0.5122222222222222,0.5433117265763112,900.0
gozi_nasa,0.33201581027667987,0.18666666666666668,0.23897581792318634,900.0
gozi_rfc4343,0.3673337637185281,0.6322222222222222,0.4646794610044917,900.0
kraken_v1,0.6421845574387948,0.7577777777777778,0.6952089704383282,900.0
kraken_v2,0.3252032520325203,0.13333333333333333,0.18912529550827425,900.0
locky,0.31398416886543534,0.1322222222222222,0.18608287724784986,900.0
matsnu,0.7342342342342343,0.9055555555555556,0.8109452736318408,900.0
murofet_v1,0.9337539432176656,0.9866666666666667,0.959481361426256,900.0
murofet_v2,0.7191283292978208,0.99,0.8330995792426367,900.0
murofet_v3,0.9966592427616926,0.9944444444444445,0.9955506117908787,900.0
necurs,0.6196319018404908,0.11222222222222222,0.19002822201317027,900.0
nymaim,0.6278381046396841,0.7066666666666667,0.6649242028227915,900.0
padcrypt,0.8805528134254689,0.9911111111111112,0.9325666492420281,900.0
pizd,0.46661775495231106,0.7066666666666667,0.5620857269111799,900.0
proslikefan,0.45294117647058824,0.42777777777777776,0.44,900.0
pushdo,0.6304909560723514,0.8133333333333334,0.710334788937409,900.0
pykspa,0.24436090225563908,0.07222222222222222,0.11149228130360206,900.0
pykspa_noise,0.3360927152317881,0.22555555555555556,0.2699468085106383,900.0
qadars,0.8759305210918115,0.7844444444444445,0.8276670574443143,900.0
qakbot,0.5781710914454278,0.43555555555555553,0.49683143219264886,900.0
ramdo,0.8061874431301183,0.9844444444444445,0.8864432216108055,900.0
ramnit,0.21052631578947367,0.14666666666666667,0.17288801571709234,900.0
ranbyus_v1,0.4946025515210991,0.56,0.525273579989578,900.0
ranbyus_v2,0.6425178147268409,0.6011111111111112,0.6211251435132032,900.0
rovnix,0.45918367346938777,0.8,0.5834683954619125,900.0
shiotob,0.7068062827225131,0.45,0.5498981670061099,900.0
simda,0.6645569620253164,0.7,0.6818181818181818,900.0
sisron,0.8397375820056232,0.9955555555555555,0.9110320284697508,900.0
suppobox_1,0.509719222462203,0.26222222222222225,0.3462949376375642,900.0
suppobox_2,0.7677208287895311,0.7822222222222223,0.7749036873968079,900.0
suppobox_3,0.675,0.84,0.7485148514851485,900.0
symmi,0.9500542888165038,0.9722222222222222,0.9610104338275672,900.0
tempedreve,0.39814814814814814,0.38222222222222224,0.3900226757369615,900.0
tinba,0.30638852672750977,0.2611111111111111,0.2819436112777445,900.0
vawtrak_v1,0.9642857142857143,0.99,0.9769736842105263,900.0
vawtrak_v2,0.4274193548387097,0.4711111111111111,0.44820295983086683,900.0
vawtrak_v3,0.4595300261096606,0.5866666666666667,0.5153733528550511,900.0
zeus-newgoz,0.9955005624296963,0.9833333333333333,0.9893795416433763,900.0
legit,0.5915678524374176,0.4988888888888889,0.541289933694997,900.0
accuracy,0.6299346405228758,0.6299346405228758,0.6299346405228758,0.6299346405228758
macro avg,0.6152119841696075,0.629934640522876,0.6089064462599085,45900.0
weighted avg,0.6152119841696075,0.6299346405228758,0.6089064462599086,45900.0
