,precision,recall,f1-score,support
alureon,0.39763830060326016,0.6522105263157895,0.4940594848895623,4750.0
banjori,1.0,1.0,1.0,4750.0
bedep,0.6763907734056988,0.6296842105263157,0.6522023549934584,4750.0
ccleaner,0.9987381703470032,0.9997894736842106,0.9992635455023672,4750.0
chinad,0.9612176814011676,0.9705263157894737,0.9658495705007334,4750.0
corebot,0.9995760016959933,0.9926315789473684,0.9960916869124327,4750.0
cryptolocker,0.5747484427407762,0.5050526315789474,0.5376512774540566,4750.0
dircrypt,0.3028642590286426,0.256,0.277467199087279,4750.0
dyre,0.9997895179962113,1.0,0.9998947479212714,4750.0
fobber_v1,0.866784730421094,0.9273684210526316,0.896053702196908,4750.0
fobber_v2,0.373551637279597,0.3122105263157895,0.3401376146788991,4750.0
gozi_gpl,0.9623309053069719,0.9734736842105263,0.9678702250130822,4750.0
gozi_luther,0.8971439984022369,0.9456842105263158,0.9207748283283796,4750.0
gozi_nasa,0.8035235541937955,0.8833684210526316,0.8415563578018452,4750.0
gozi_rfc4343,0.8560641812175555,0.7637894736842106,0.8072986203827325,4750.0
kraken_v1,0.7268876611418048,0.8309473684210527,0.7754420432220039,4750.0
kraken_v2,0.6376681614349776,0.44905263157894737,0.5269919703520692,4750.0
locky,0.6822262118491921,0.56,0.6151000115620303,4750.0
matsnu,0.9219308700834327,0.9770526315789474,0.9486917416189699,4750.0
murofet_v1,0.9926532325776658,0.995578947368421,0.994113937355476,4750.0
murofet_v2,0.8741836342681522,0.9581052631578947,0.9142225793491362,4750.0
murofet_v3,1.0,0.9981052631578947,0.9990517332209461,4750.0
necurs,0.8804140561154998,0.6804210526315789,0.7676047975299845,4750.0
nymaim,0.9392985611510791,0.879578947368421,0.908458360513155,4750.0
padcrypt,0.9934942287513117,0.9966315789473684,0.9950604308985812,4750.0
pizd,0.9241664850730007,0.8928421052631579,0.9082342863261591,4750.0
proslikefan,0.58094485076102,0.6187368421052631,0.599245590783974,4750.0
pushdo,0.9429325751421609,0.9774736842105263,0.9598924953483564,4750.0
pykspa,0.3160954099017839,0.332,0.32385255159667314,4750.0
pykspa_noise,0.32169890664423884,0.32210526315789473,0.32190195665895227,4750.0
qadars,0.9758791704238052,0.9113684210526316,0.9425212279555846,4750.0
qakbot,0.8145833333333333,0.4938947368421053,0.6149410222804719,4750.0
ramdo,0.9935146443514644,0.9997894736842106,0.9966421825813222,4750.0
ramnit,0.3318089430894309,0.5498947368421052,0.4138805260655997,4750.0
ranbyus_v1,0.7924793886989745,0.8296842105263158,0.8106551475881929,4750.0
ranbyus_v2,0.7916666666666666,0.776,0.7837550499681054,4750.0
rovnix,0.9612488928255093,0.9138947368421053,0.9369738830131665,4750.0
shiotob,0.8905761500669942,0.8395789473684211,0.8643259644560035,4750.0
simda,0.9280916633741604,0.9890526315789474,0.9576029351814106,4750.0
sisron,0.9991586032814472,1.0,0.9995791245791246,4750.0
suppobox_1,0.896028736779086,0.9452631578947368,0.9199877061776457,4750.0
suppobox_2,0.9640065816536405,0.9867368421052631,0.9752392842280483,4750.0
suppobox_3,0.9848516289686657,0.9991578947368421,0.9919531821506951,4750.0
symmi,0.9922707332358471,1.0,0.9961203732830031,4750.0
tempedreve,0.4723404255319149,0.3972631578947368,0.43156089193825037,4750.0
tinba,0.688398461226969,0.7157894736842105,0.7018268139126845,4750.0
vawtrak_v1,0.9947643979057592,1.0,0.9973753280839895,4750.0
vawtrak_v2,0.9716632443531827,0.9962105263157894,0.9837837837837837,4750.0
vawtrak_v3,0.9664263645726056,0.9877894736842106,0.976991150442478,4750.0
zeus-newgoz,0.9993677555321391,0.9983157894736842,0.99884149552396,4750.0
legit,0.8542997542997544,0.732,0.7884353741496599,4750.0
accuracy,0.8106295149638802,0.8106295149638802,0.8106295149638802,0.8106295149638802
macro avg,0.8170271086099348,0.8106295149638802,0.8105299637126011,242250.0
weighted avg,0.817027108609935,0.8106295149638802,0.8105299637126011,242250.0
