,precision,recall,f1-score,support
alureon,0.2897297297297297,0.29777777777777775,0.29369863013698627,900.0
banjori,0.9988901220865705,1.0,0.9994447529150472,900.0
bedep,0.5224358974358975,0.5433333333333333,0.5326797385620915,900.0
ccleaner,0.9922308546059934,0.9933333333333333,0.9927817878956136,900.0
chinad,0.8709288299155609,0.8022222222222222,0.8351648351648351,900.0
corebot,0.987736900780379,0.9844444444444445,0.9860879243183083,900.0
cryptolocker,0.37534246575342467,0.30444444444444446,0.33619631901840497,900.0
dircrypt,0.28826151560178304,0.4311111111111111,0.3455031166518255,900.0
dyre,0.9966480446927374,0.9911111111111112,0.9938718662952647,900.0
fobber_v1,0.7103274559193955,0.94,0.8091822094691535,900.0
fobber_v2,0.29491525423728815,0.19333333333333333,0.23355704697986576,900.0
gozi_gpl,0.8858585858585859,0.9744444444444444,0.9280423280423281,900.0
gozi_luther,0.7613089509143407,0.8788888888888889,0.815884476534296,900.0
gozi_nasa,0.6653543307086615,0.7511111111111111,0.7056367432150313,900.0
gozi_rfc4343,0.716358839050132,0.6033333333333334,0.6550060313630881,900.0
kraken_v1,0.7859973579920739,0.6611111111111111,0.7181653590826794,900.0
kraken_v2,0.47374847374847373,0.4311111111111111,0.4514252472367656,900.0
locky,0.41427155599603566,0.46444444444444444,0.43792561550550024,900.0
matsnu,0.9337078651685393,0.9233333333333333,0.9284916201117319,900.0
murofet_v1,0.9472016895459345,0.9966666666666667,0.9713048186247969,900.0
murofet_v2,0.7038491751767478,0.9955555555555555,0.8246663598711458,900.0
murofet_v3,0.9977728285077951,0.9955555555555555,0.996662958843159,900.0
necurs,0.589247311827957,0.30444444444444446,0.4014652014652015,900.0
nymaim,0.8317152103559871,0.8566666666666667,0.8440065681444991,900.0
padcrypt,0.9337676438653637,0.9555555555555556,0.944535969247666,900.0
pizd,0.734447539461467,0.8788888888888889,0.8002023267577137,900.0
proslikefan,0.5712074303405573,0.41,0.47736093143596375,900.0
pushdo,0.9153674832962138,0.9133333333333333,0.9143492769744159,900.0
pykspa,0.3076923076923077,0.13777777777777778,0.1903300076745971,900.0
pykspa_noise,0.3359497645211931,0.23777777777777778,0.2784645413142485,900.0
qadars,0.780511811023622,0.8811111111111111,0.8277661795407099,900.0
qakbot,0.6631130063965884,0.34555555555555556,0.4543462381300219,900.0
ramdo,0.9201244813278008,0.9855555555555555,0.951716738197425,900.0
ramnit,0.1975199291408326,0.2477777777777778,0.21981271562345986,900.0
ranbyus_v1,0.6191616766467066,0.5744444444444444,0.5959654178674352,900.0
ranbyus_v2,0.5834092980856882,0.7111111111111111,0.6409614421632448,900.0
rovnix,0.8926014319809069,0.8311111111111111,0.8607594936708861,900.0
shiotob,0.7526236881559221,0.5577777777777778,0.6407147415443524,900.0
simda,0.8541666666666666,0.9111111111111111,0.8817204301075269,900.0
sisron,0.9803921568627451,1.0,0.99009900990099,900.0
suppobox_1,0.8890322580645161,0.7655555555555555,0.8226865671641792,900.0
suppobox_2,0.8714859437751004,0.9644444444444444,0.9156118143459915,900.0
suppobox_3,0.956953642384106,0.9633333333333334,0.9601328903654486,900.0
symmi,0.9867695700110254,0.9944444444444445,0.9905921416712784,900.0
tempedreve,0.400679117147708,0.5244444444444445,0.4542829643888355,900.0
tinba,0.3245984784446323,0.4266666666666667,0.3686989918386942,900.0
vawtrak_v1,0.9543524416135881,0.9988888888888889,0.9761129207383279,900.0
vawtrak_v2,0.8423153692614771,0.9377777777777778,0.8874868559411146,900.0
vawtrak_v3,0.8654761904761905,0.8077777777777778,0.835632183908046,900.0
zeus-newgoz,0.97669256381798,0.9777777777777777,0.9772348695169351,900.0
legit,0.6454965357967667,0.6211111111111111,0.6330690826727067,900.0
accuracy,0.7231154684095861,0.7231154684095861,0.7231154684095861,0.7231154684095861
macro avg,0.7213676014091707,0.7231154684095862,0.7162254568264672,45900.0
weighted avg,0.7213676014091704,0.7231154684095861,0.7162254568264673,45900.0
