,precision,recall,f1-score,support
alureon,0.2902208201892745,0.30666666666666664,0.29821717990275526,900.0
banjori,0.9988901220865705,1.0,0.9994447529150472,900.0
bedep,0.5212053571428571,0.5188888888888888,0.5200445434298441,900.0
ccleaner,0.9900771775082691,0.9977777777777778,0.993912562257886,900.0
chinad,0.8717660292463442,0.8611111111111112,0.8664058133035215,900.0
corebot,0.9988776655443322,0.9888888888888889,0.9938581797878281,900.0
cryptolocker,0.392226148409894,0.37,0.3807890222984563,900.0
dircrypt,0.266403162055336,0.37444444444444447,0.3113163972286374,900.0
dyre,0.9955654101995566,0.9977777777777778,0.9966703662597114,900.0
fobber_v1,0.7417677642980935,0.9511111111111111,0.8334956183057449,900.0
fobber_v2,0.30398671096345514,0.4066666666666667,0.34790874524714827,900.0
gozi_gpl,0.8713163064833006,0.9855555555555555,0.9249217935349322,900.0
gozi_luther,0.753609239653513,0.87,0.8076328004125838,900.0
gozi_nasa,0.6096302665520207,0.7877777777777778,0.6873485215705284,900.0
gozi_rfc4343,0.802158273381295,0.4955555555555556,0.6126373626373627,900.0
kraken_v1,0.8361934477379095,0.5955555555555555,0.6956521739130435,900.0
kraken_v2,0.46482635796972394,0.58,0.5160652496292634,900.0
locky,0.48575712143928035,0.36,0.4135290363752393,900.0
matsnu,0.9036016949152542,0.9477777777777778,0.9251626898047723,900.0
murofet_v1,0.9558665231431647,0.9866666666666667,0.9710224166211044,900.0
murofet_v2,0.7785714285714286,0.9688888888888889,0.8633663366336634,900.0
murofet_v3,0.9977678571428571,0.9933333333333333,0.9955456570155902,900.0
necurs,0.6040609137055838,0.2644444444444444,0.3678516228748068,900.0
nymaim,0.891860465116279,0.8522222222222222,0.871590909090909,900.0
padcrypt,0.9520697167755992,0.9711111111111111,0.9614961496149615,900.0
pizd,0.7583815028901734,0.7288888888888889,0.743342776203966,900.0
proslikefan,0.5903426791277259,0.4211111111111111,0.4915693904020752,900.0
pushdo,0.8450704225352113,0.9333333333333333,0.8870116156282999,900.0
pykspa,0.26697247706422017,0.3233333333333333,0.29246231155778896,900.0
pykspa_noise,0.2280966767371601,0.16777777777777778,0.19334186939820744,900.0
qadars,0.8524203069657615,0.8022222222222222,0.8265598168288494,900.0
qakbot,0.5509181969949917,0.36666666666666664,0.4402935290193462,900.0
ramdo,0.8105646630236795,0.9888888888888889,0.8908908908908909,900.0
ramnit,0.23847926267281105,0.23,0.2341628959276018,900.0
ranbyus_v1,0.6083608360836084,0.6144444444444445,0.6113875069098949,900.0
ranbyus_v2,0.6718938480096501,0.6188888888888889,0.6443030653556968,900.0
rovnix,0.9606815203145478,0.8144444444444444,0.8815393866506313,900.0
shiotob,0.7513812154696132,0.6044444444444445,0.6699507389162561,900.0
simda,0.7635379061371841,0.94,0.8426294820717131,900.0
sisron,0.982532751091703,1.0,0.9911894273127753,900.0
suppobox_1,0.7497467071935157,0.8222222222222222,0.7843137254901961,900.0
suppobox_2,0.8291708291708292,0.9222222222222223,0.8732246186217781,900.0
suppobox_3,0.9478168264110756,0.9888888888888889,0.9679173463839044,900.0
symmi,0.9846827133479212,1.0,0.9922822491730982,900.0
tempedreve,0.49085365853658536,0.35777777777777775,0.4138817480719794,900.0
tinba,0.45887961859356374,0.42777777777777776,0.4427832087406555,900.0
vawtrak_v1,0.9574468085106383,1.0,0.9782608695652174,900.0
vawtrak_v2,0.9379391100702577,0.89,0.9133409350057013,900.0
vawtrak_v3,0.8249754178957719,0.9322222222222222,0.8753260302556076,900.0
zeus-newgoz,0.9898648648648649,0.9766666666666667,0.9832214765100672,900.0
legit,0.6464530892448512,0.6277777777777778,0.636978579481398,900.0
accuracy,0.724161220043573,0.724161220043573,0.724161220043573,0.724161220043573
macro avg,0.7250145076311588,0.724161220043573,0.7187853213929204,45900.0
weighted avg,0.7250145076311589,0.724161220043573,0.7187853213929204,45900.0
