,precision,recall,f1-score,support
alureon,0.2837696335078534,0.3011111111111111,0.2921832884097034,900.0
banjori,0.9977827050997783,1.0,0.9988901220865705,900.0
bedep,0.5732165206508135,0.5088888888888888,0.5391406709829311,900.0
ccleaner,0.9922737306843267,0.9988888888888889,0.9955703211517165,900.0
chinad,0.8130745658835546,0.8844444444444445,0.8472591804151144,900.0
corebot,0.9988545246277205,0.9688888888888889,0.9836435420191766,900.0
cryptolocker,0.34850863422291994,0.49333333333333335,0.4084636614535419,900.0
dircrypt,0.32525951557093424,0.2088888888888889,0.25439783491204326,900.0
dyre,0.9966740576496674,0.9988888888888889,0.9977802441731409,900.0
fobber_v1,0.7947598253275109,0.8088888888888889,0.8017621145374448,900.0
fobber_v2,0.29590865842055186,0.34555555555555556,0.31881086622245003,900.0
gozi_gpl,0.8951781970649895,0.9488888888888889,0.9212513484358145,900.0
gozi_luther,0.807855626326964,0.8455555555555555,0.8262757871878392,900.0
gozi_nasa,0.6353535353535353,0.6988888888888889,0.6656084656084656,900.0
gozi_rfc4343,0.7008760951188986,0.6222222222222222,0.659211300765156,900.0
kraken_v1,0.7511848341232228,0.7044444444444444,0.7270642201834863,900.0
kraken_v2,0.40604026845637586,0.5377777777777778,0.46271510516252395,900.0
locky,0.4389312977099237,0.38333333333333336,0.4092526690391459,900.0
matsnu,0.8334910122989593,0.9788888888888889,0.9003576903423607,900.0
murofet_v1,0.9703947368421053,0.9833333333333333,0.9768211920529801,900.0
murofet_v2,0.7911985018726592,0.9388888888888889,0.8587398373983739,900.0
murofet_v3,0.9966329966329966,0.9866666666666667,0.9916247906197655,900.0
necurs,0.5211009174311927,0.31555555555555553,0.3930795847750865,900.0
nymaim,0.7620967741935484,0.84,0.7991543340380549,900.0
padcrypt,0.8501469147894222,0.9644444444444444,0.9036959916710047,900.0
pizd,0.8106060606060606,0.7133333333333334,0.7588652482269503,900.0
proslikefan,0.5591098748261474,0.44666666666666666,0.496602841260037,900.0
pushdo,0.7208077260755048,0.9122222222222223,0.8052967140755272,900.0
pykspa,0.28434504792332266,0.2966666666666667,0.29037520391517124,900.0
pykspa_noise,0.3425925925925926,0.12333333333333334,0.18137254901960784,900.0
qadars,0.847926267281106,0.8177777777777778,0.832579185520362,900.0
qakbot,0.6099009900990099,0.3422222222222222,0.4384341637010676,900.0
ramdo,0.9282744282744283,0.9922222222222222,0.9591836734693877,900.0
ramnit,0.22315202231520223,0.17777777777777778,0.19789734075448362,900.0
ranbyus_v1,0.5725190839694656,0.5,0.5338078291814946,900.0
ranbyus_v2,0.49167397020157755,0.6233333333333333,0.5497305242528172,900.0
rovnix,0.8036622583926755,0.8777777777777778,0.8390865639936272,900.0
shiotob,0.7186700767263428,0.6244444444444445,0.6682520808561236,900.0
simda,0.7919254658385093,0.85,0.819935691318328,900.0
sisron,0.9771986970684039,1.0,0.9884678747940692,900.0
suppobox_1,0.7776689520078355,0.8822222222222222,0.8266527850078085,900.0
suppobox_2,0.8045871559633028,0.9744444444444444,0.8814070351758794,900.0
suppobox_3,0.8918650793650794,0.9988888888888889,0.9423480083857443,900.0
symmi,0.9698275862068966,1.0,0.9846827133479212,900.0
tempedreve,0.41197822141560797,0.5044444444444445,0.4535464535464535,900.0
tinba,0.4675,0.20777777777777778,0.2876923076923077,900.0
vawtrak_v1,0.9729437229437229,0.9988888888888889,0.9857456140350878,900.0
vawtrak_v2,0.8326771653543307,0.94,0.883089770354906,900.0
vawtrak_v3,0.8913857677902621,0.7933333333333333,0.839506172839506,900.0
zeus-newgoz,0.9865016872890888,0.9744444444444444,0.9804359977641139,900.0
legit,0.551954242135367,0.6433333333333333,0.5941508465879939,900.0
accuracy,0.7153376906318083,0.7153376906318083,0.7153376906318083,0.7153376906318083
macro avg,0.7063101612259268,0.7153376906318082,0.7049392029945228,45900.0
weighted avg,0.7063101612259268,0.7153376906318083,0.704939202994523,45900.0
